"corpus","user/it3/oct_GZQS3fc7aPtWJBbZbMEFoQ"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"two",49,59839383,314.14890,971.63947,0.324
"boat",3,3788345,19.23360,61.51309,0.324
"efficient",2,2576078,12.82240,41.82896,0.323
"well",53,65078297,339.79370,1056.70605,0.322
"artificial",1,1357868,6.41120,22.04832,0.322
"late",14,17369837,89.75682,282.04196,0.321
"request",7,8752040,44.87841,142.11089,0.321
"way",43,53181634,275.68167,863.53455,0.320
"miss",6,7554685,38.46721,122.66888,0.319
"new",57,70728974,365.43851,1148.45874,0.319
"main",9,11280652,57.70081,183.16910,0.319
"moderate",1,1371782,6.41120,22.27425,0.318
"some",70,86935325,448.78412,1411.60852,0.318
"lay",3,3855041,19.23360,62.59606,0.318
"notable",1,1378182,6.41120,22.37817,0.317
"call",30,37545384,192.33604,609.64154,0.317
"occasionally",1,1381570,6.41120,22.43318,0.316
"compile",1,1384015,6.41120,22.47288,0.316
"strong",9,11480366,57.70081,186.41194,0.313
"range",10,12744024,64.11201,206.93054,0.313
"considerable",1,1402318,6.41120,22.77008,0.312
"universal",1,1407037,6.41120,22.84670,0.311
"historic",2,2681522,12.82240,43.54110,0.310
"roughly",1,1411852,6.41120,22.92489,0.310
"beginning",3,3975839,19.23360,64.55752,0.309
"launch",6,7839790,38.46721,127.29826,0.308
"question",17,21958725,108.99043,356.55386,0.308
"archive",1,1425650,6.41120,23.14893,0.307
"difficulty",2,2714890,12.82240,44.08291,0.307
"tax",7,9183299,44.87841,149.11342,0.306
"Life",2,2727766,12.82240,44.29198,0.305
"ten",4,5323328,25.64481,86.43731,0.305
"Mexico",2,2736100,12.82240,44.42731,0.304
"oil",6,7926733,38.46721,128.70999,0.304
"first",49,63949940,314.14890,1038.38440,0.303
"offer",20,26250867,128.22403,426.24734,0.302
"regular",4,5418160,25.64481,87.97714,0.299
"m",2,2781522,12.82240,45.16484,0.299
"apparent",1,1463763,6.41120,23.76779,0.299
"do",176,232975233,1128.37146,3782.92529,0.298
"fashion",2,2790624,12.82240,45.31264,0.298
"Social",2,2794829,12.82240,45.38092,0.298
"virtually",1,1478449,6.41120,24.00625,0.296
"uniform",1,1478913,6.41120,24.01379,0.296
"close",13,17475004,83.34562,283.74963,0.296
"design",18,24374946,115.40163,395.78714,0.293
"amendment",1,1499126,6.41120,24.34200,0.292
"reflection",1,1499800,6.41120,24.35294,0.292
"trap",1,1503050,6.41120,24.40571,0.292
"relation",3,4213184,19.23360,68.41139,0.292
"pattern",4,5574747,25.64481,90.51971,0.291
"initiate",1,1509821,6.41120,24.51565,0.290
"leadership",3,4230455,19.23360,68.69183,0.290
"retirement",1,1512401,6.41120,24.55755,0.290
"General",4,5633447,25.64481,91.47285,0.288
"Action",1,1524735,6.41120,24.75782,0.288
"concern",8,11230672,51.28961,182.35754,0.285
"amongst",1,1545275,6.41120,25.09134,0.284
"bias",1,1548813,6.41120,25.14878,0.283
"break",9,12705820,57.70081,206.31021,0.283
"conventional",1,1552694,6.41120,25.21180,0.283
"remark",1,1561148,6.41120,25.34907,0.281
"eight",3,4374274,19.23360,71.02708,0.281
"Africa",3,4414909,19.23360,71.68690,0.278
"faster",1,1592660,6.41120,25.86075,0.276
"start",26,37399918,166.69124,607.27954,0.276
"gain",5,7325165,32.05601,118.94205,0.276
"oppose",2,3028261,12.82240,49.17126,0.276
"branch",2,3029866,12.82240,49.19732,0.275
"solution",8,11647457,51.28961,189.12509,0.275
"word",12,17433750,76.93442,283.07977,0.274
"paper",7,10254750,44.87841,166.51106,0.274
"science",5,7375008,32.05601,119.75137,0.274
"declare",2,3061584,12.82240,49.71234,0.273
"Guide",1,1613476,6.41120,26.19875,0.272
"Services",3,4512014,19.23360,73.26363,0.272
"continue",14,20527671,89.75682,333.31717,0.271
"group",18,26367855,115.40163,428.14691,0.271
"cluster",1,1623760,6.41120,26.36573,0.271
"firm",4,6007006,25.64481,97.53851,0.270
"shortly",1,1627374,6.41120,26.42442,0.270
"lock",2,3090998,12.82240,50.18995,0.270
"deploy",1,1629982,6.41120,26.46676,0.270
"budget",3,4579007,19.23360,74.35143,0.269
"record",11,16346871,70.52322,265.43161,0.268
"it",296,435836515,1897.71570,7076.87646,0.268
"website",8,12012639,51.28961,195.05470,0.267
"America",6,9080169,38.46721,147.43886,0.266
"authority",4,6144325,25.64481,99.76821,0.264
"air",6,9137870,38.46721,148.37578,0.264
"UK",5,7645675,32.05601,124.14632,0.264
"income",3,4658961,19.23360,75.64968,0.264
"maker",1,1672856,6.41120,27.16293,0.263
"W",1,1675567,6.41120,27.20695,0.263
"prompt",1,1675762,6.41120,27.21011,0.263
"sit",6,9197808,38.46721,149.34901,0.263
"implication",1,1680707,6.41120,27.29041,0.262
"ideal",2,3188153,12.82240,51.76750,0.262
"topic",4,6206906,25.64481,100.78437,0.262
"habit",1,1682935,6.41120,27.32658,0.262
"heavily",1,1683401,6.41120,27.33415,0.262
"square",2,3198178,12.82240,51.93028,0.261
"investigate",2,3240216,12.82240,52.61287,0.258
"against",16,24681894,102.57922,400.77118,0.258
"then",38,58817503,243.62566,955.04663,0.256
"happen",10,15617524,64.11201,253.58888,0.256
"content",7,10990782,44.87841,178.46236,0.256
"one",90,140114325,577.00818,2275.10034,0.254
"collective",1,1743642,6.41120,28.31231,0.253
"hotel",3,4868310,19.23360,79.04897,0.253
"overcome",1,1744901,6.41120,28.33275,0.253
"monitoring",1,1751776,6.41120,28.44439,0.252
"partnership",2,3323059,12.82240,53.95803,0.252
"home",18,28504183,115.40163,462.83545,0.251
"except",3,4908551,19.23360,79.70238,0.251
"mm.",1,1761200,6.41120,28.59741,0.250
"pro",1,1762243,6.41120,28.61435,0.250
"rail",1,1763882,6.41120,28.64096,0.250
"virtual",2,3344619,12.82240,54.30811,0.250
"statement",5,8091342,32.05601,131.38281,0.250
"reporter",1,1769752,6.41120,28.73627,0.249
"end",19,30389891,121.81283,493.45453,0.248
"specie",2,3367099,12.82240,54.67312,0.248
"dialogue",1,1777231,6.41120,28.85771,0.248
"States",6,9755332,38.46721,158.40179,0.248
"tackle",1,1783012,6.41120,28.95158,0.247
"small",15,24162145,96.16802,392.33182,0.247
"eligible",1,1786997,6.41120,29.01629,0.247
"out",58,92999257,371.84970,1510.07141,0.247
"Latin",1,1792197,6.41120,29.10072,0.246
"but",117,187940487,750.11060,3051.67554,0.246
"growth",5,8260865,32.05601,134.13545,0.245
"though",12,19561837,76.93442,317.63449,0.245
"approximately",2,3428650,12.82240,55.67256,0.244
"reality",3,5066614,19.23360,82.26893,0.243
"immediately",3,5069391,19.23360,82.31402,0.243
"choice",5,8327062,32.05601,135.21031,0.243
"sample",3,5074116,19.23360,82.39074,0.243
"admission",1,1822066,6.41120,29.58572,0.242
"certification",1,1823130,6.41120,29.60299,0.242
"suggest",6,9978520,38.46721,162.02579,0.242
"Australian",2,3459248,12.82240,56.16939,0.242
"appreciate",2,3464933,12.82240,56.26170,0.241
"advance",3,5110512,19.23360,82.98172,0.241
"sense",6,10049878,38.46721,163.18448,0.240
"being",2,3481170,12.82240,56.52535,0.240
"routine",1,1858088,6.41120,30.17062,0.238
"sometimes",5,8533664,32.05601,138.56500,0.237
"why",14,23594766,89.75682,383.11899,0.236
"good",52,87165220,333.38248,1415.34155,0.236
"past",8,13616197,51.28961,221.09241,0.235
"vital",1,1877135,6.41120,30.47990,0.235
"station",4,6913464,25.64481,112.25707,0.235
"unique",4,6914117,25.64481,112.26768,0.235
"enforcement",1,1879921,6.41120,30.52514,0.235
"creation",2,3577524,12.82240,58.08989,0.234
"discovery",1,1889844,6.41120,30.68626,0.234
"ocean",1,1895826,6.41120,30.78339,0.233
"proposal",2,3593174,12.82240,58.34401,0.233
"four",9,15513929,57.70081,251.90677,0.232
"North",5,8824269,32.05601,143.28369,0.229
"penalty",1,1946847,6.41120,31.61185,0.227
"error",3,5436955,19.23360,88.28233,0.227
"P.",1,1953162,6.41120,31.71438,0.227
"have",308,537124515,1974.65015,8721.53613,0.226
"agree",5,8927446,32.05601,144.95901,0.226
"trace",1,1959875,6.41120,31.82339,0.226
"around",18,31695356,115.40163,514.65198,0.226
"extract",1,1960488,6.41120,31.83334,0.226
"trading",1,1960780,6.41120,31.83808,0.226
"entitle",1,1965011,6.41120,31.90678,0.225
"show",24,42413795,153.86884,688.69220,0.225
"technique",3,5500031,19.23360,89.30652,0.224
"begin",11,19677710,70.52322,319.51596,0.223
"work",49,86952761,314.14890,1411.89172,0.223
"exit",1,1990187,6.41120,32.31557,0.222
"response",5,9091636,32.05601,147.62506,0.222
"shape",3,5548141,19.23360,90.08770,0.222
"body",9,16238872,57.70081,263.67798,0.222
"Peter",2,3777435,12.82240,61.33594,0.222
"Science",2,3783918,12.82240,61.44121,0.221
"side",10,18130745,64.11201,294.39719,0.220
"degree",4,7423861,25.64481,120.54462,0.219
"wealth",1,2031056,6.41120,32.97919,0.218
"accessible",1,2032489,6.41120,33.00245,0.218
"Canadian",2,3864670,12.82240,62.75241,0.217
"even",27,49398432,173.10245,802.10492,0.217
"abstract",1,2069476,6.41120,33.60303,0.214
"substance",1,2070622,6.41120,33.62164,0.214
"coordinate",1,2072483,6.41120,33.65185,0.214
"Zealand",1,2076846,6.41120,33.72270,0.213
"down",17,31686098,108.99043,514.50165,0.213
"Middle",1,2087544,6.41120,33.89641,0.212
"tape",1,2093866,6.41120,33.99906,0.212
"next",12,22606792,76.93442,367.07681,0.212
"grow",8,15180901,51.28961,246.49922,0.211
"direction",3,5850816,19.23360,95.00237,0.211
"discount",1,2104520,6.41120,34.17205,0.211
"Europe",3,5859414,19.23360,95.14198,0.210
"venue",1,2108058,6.41120,34.22950,0.210
"Network",1,2120417,6.41120,34.43018,0.209
"satisfy",1,2131724,6.41120,34.61378,0.208
"name",16,30593257,102.57922,496.75671,0.208
"National",6,11623093,38.46721,188.72948,0.208
"replacement",1,2168368,6.41120,35.20878,0.205
"truly",2,4103856,12.82240,66.63618,0.204
"airport",1,2175223,6.41120,35.32009,0.204
"along",8,15730783,51.28961,255.42792,0.204
"regularly",1,2176975,6.41120,35.34854,0.204
"turn",11,21662379,70.52322,351.74194,0.203
"Italy",1,2191801,6.41120,35.58928,0.203
"resource",5,9991217,32.05601,162.23196,0.203
"carry",5,10014130,32.05601,162.60402,0.202
"attempt",4,8062690,25.64481,130.91759,0.202
"Family",1,2223391,6.41120,36.10222,0.200
"combat",1,2224609,6.41120,36.12199,0.200
"charge",5,10136589,32.05601,164.59244,0.200
"buy",7,14104626,44.87841,229.02327,0.199
"long",14,28035326,89.75682,455.22241,0.199
"U.S.",6,12284211,38.46721,199.46436,0.197
"whom",2,4277082,12.82240,69.44894,0.196
"finally",4,8345267,25.64481,135.50592,0.195
"house",7,14445162,44.87841,234.55270,0.195
"dedicate",1,2283065,6.41120,37.07117,0.195
"processing",1,2285733,6.41120,37.11449,0.194
"life",17,35041678,108.99043,568.98773,0.193
"move",12,24919406,76.93442,404.62781,0.192
"somewhere",1,2334755,6.41120,37.91049,0.190
"earlier",2,4435830,12.82240,72.02660,0.189
"closely",1,2351605,6.41120,38.18409,0.189
"application",7,14968818,44.87841,243.05554,0.188
"event",10,21352942,64.11201,346.71747,0.187
"Andrew",1,2379155,6.41120,38.63143,0.187
"argument",2,4502090,12.82240,73.10249,0.187
"card",4,8737858,25.64481,141.88060,0.186
"healthy",2,4509997,12.82240,73.23089,0.186
"et",2,4516962,12.82240,73.34397,0.186
"heavy",2,4540760,12.82240,73.73039,0.185
"technology",6,13168615,38.46721,213.82483,0.184
"approval",1,2424687,6.41120,39.37075,0.184
"pet",1,2445705,6.41120,39.71203,0.182
"place",17,37202425,108.99043,604.07275,0.182
"intelligence",1,2450936,6.41120,39.79697,0.182
"etc",1,2457971,6.41120,39.91120,0.181
"suffer",2,4647595,12.82240,75.46513,0.181
"anywhere",1,2464698,6.41120,40.02043,0.181
"item",4,9032939,25.64481,146.67197,0.180
"helpful",1,2476095,6.41120,40.20549,0.180
"enough",7,15651206,44.87841,254.13579,0.180
"September",4,9081239,25.64481,147.45622,0.179
"enter",4,9091860,25.64481,147.62868,0.179
"Institute",2,4695077,12.82240,76.23611,0.179
"act",5,11382700,32.05601,184.82611,0.178
"member",11,24918953,70.52322,404.62045,0.176
"plane",1,2544325,6.41120,41.31337,0.175
"latter",1,2552177,6.41120,41.44086,0.175
"mission",2,4828004,12.82240,78.39451,0.174
"comment",5,11634336,32.05601,188.91202,0.174
"box",3,7104181,19.23360,115.35384,0.174
"exhibit",1,2563803,6.41120,41.62964,0.174
"director",3,7135006,19.23360,115.85435,0.173
"programme",2,4877532,12.82240,79.19872,0.172
"deep",3,7171228,19.23360,116.44250,0.172
"research",8,18716738,51.28961,303.91223,0.171
"movement",3,7217486,19.23360,117.19362,0.171
"survey",2,4912106,12.82240,79.76012,0.171
"face",7,16466863,44.87841,267.37997,0.171
"July",4,9556385,25.64481,155.17139,0.171
"transform",1,2623861,6.41120,42.60483,0.170
"advise",1,2634744,6.41120,42.78154,0.169
"towards",3,7310546,19.23360,118.70468,0.169
"info",1,2644826,6.41120,42.94525,0.169
"eliminate",1,2667143,6.41120,43.30762,0.167
"language",4,9789056,25.64481,158.94937,0.167
"blue",2,5049577,12.82240,81.99229,0.167
"parameter",1,2681934,6.41120,43.54779,0.166
"submit",2,5088179,12.82240,82.61909,0.165
"before",17,41011200,108.99043,665.91760,0.165
"background",2,5108106,12.82240,82.94265,0.165
"electronic",1,2711997,6.41120,44.03594,0.165
"many",22,53446861,141.04643,867.84113,0.163
"condition",5,12426427,32.05601,201.77357,0.163
"exercise",2,5161980,12.82240,83.81743,0.163
"them",30,73529668,192.33604,1193.93481,0.162
"letter",3,7653429,19.23360,124.27222,0.162
"Technology",1,2778253,6.41120,45.11176,0.161
"recall",1,2785132,6.41120,45.22346,0.160
"fact",7,17571895,44.87841,285.32291,0.160
"rating",1,2790871,6.41120,45.31665,0.160
"maintain",3,7754806,19.23360,125.91833,0.159
"Center",3,7760163,19.23360,126.00531,0.159
"hundred",2,5287751,12.82240,85.85963,0.159
"nuclear",1,2809685,6.41120,45.62214,0.159
"thanks",4,10279001,25.64481,166.90483,0.159
"status",2,5309117,12.82240,86.20656,0.159
"Information",1,2825936,6.41120,45.88601,0.158
"willing",1,2838228,6.41120,46.08561,0.157
"properly",1,2852010,6.41120,46.30939,0.157
"deliver",3,7916974,19.23360,128.55153,0.156
"world",12,30779873,76.93442,499.78687,0.156
"complete",6,15592107,38.46721,253.17616,0.155
"extra",2,5439771,12.82240,88.32805,0.155
"cat",1,2890177,6.41120,46.92912,0.155
"System",1,2902755,6.41120,47.13336,0.154
"settle",1,2918486,6.41120,47.38879,0.153
"put",9,23701721,57.70081,384.85568,0.152
"order",9,23814550,57.70081,386.68771,0.151
"Ireland",1,2958729,6.41120,48.04223,0.151
"kind",5,13413423,32.05601,217.79988,0.151
"delay",1,2959724,6.41120,48.05839,0.151
"space",5,13482765,32.05601,218.92583,0.150
"light",6,16117845,38.46721,261.71283,0.150
"visual",1,2980736,6.41120,48.39957,0.150
"handle",2,5628017,12.82240,91.38469,0.150
"Research",2,5662002,12.82240,91.93652,0.149
"New",9,24663758,57.70081,400.47672,0.146
"California",2,5763436,12.82240,93.58355,0.146
"what",36,97693620,230.80325,1586.29602,0.146
"off",11,30222954,70.52322,490.74390,0.145
"traditional",2,5791852,12.82240,94.04495,0.145
"James",2,5818123,12.82240,94.47152,0.145
"resolution",1,3093291,6.41120,50.22718,0.145
"apart",1,3105867,6.41120,50.43138,0.144
"much",15,41607636,96.16802,675.60217,0.144
"May",4,11416132,25.64481,185.36896,0.143
"player",5,14197491,32.05601,230.53116,0.143
"plate",1,3154683,6.41120,51.22403,0.142
"longer",2,5955566,12.82240,96.70325,0.141
"filter",1,3180550,6.41120,51.64404,0.141
"so",40,113025337,256.44806,1835.24402,0.140
"right",14,39827235,89.75682,646.69305,0.140
"League",1,3198300,6.41120,51.93226,0.140
"upgrade",1,3225838,6.41120,52.37941,0.139
"Air",1,3242000,6.41120,52.64184,0.138
"Russia",1,3245749,6.41120,52.70271,0.138
"soon",3,8989181,19.23360,145.96144,0.138
"October",3,9074554,19.23360,147.34769,0.136
"promote",2,6201283,12.82240,100.69307,0.136
"lie",2,6204338,12.82240,100.74268,0.136
"reveal",2,6214145,12.82240,100.90192,0.136
"wood",1,3364702,6.41120,54.63420,0.133
"short",4,12279384,25.64481,199.38597,0.133
"major",4,12282656,25.64481,199.43910,0.133
"screen",2,6360804,12.82240,103.28329,0.133
"I",135,404240722,865.51221,6563.84131,0.132
"simply",3,9379340,19.23360,152.29663,0.132
"prove",2,6392634,12.82240,103.80013,0.132
"staff",3,9411466,19.23360,152.81827,0.132
"parent",3,9447133,19.23360,153.39742,0.131
"picture",3,9480661,19.23360,153.94183,0.131
"install",2,6468412,12.82240,105.03056,0.130
"variety",2,6485372,12.82240,105.30595,0.130
"together",5,15612078,32.05601,253.50046,0.130
"code",3,9668031,19.23360,156.98424,0.128
"behind",3,9690256,19.23360,157.34511,0.128
"effective",2,6602689,12.82240,107.21088,0.128
"USA",1,3549809,6.41120,57.63987,0.126
"ask",7,22472224,44.87841,364.89175,0.125
"South",3,9880912,19.23360,160.44089,0.125
"play",10,32251260,64.11201,523.67847,0.124
"block",2,6837769,12.82240,111.02798,0.123
"admit",1,3668670,6.41120,59.56987,0.122
"like",26,84703893,166.69124,1375.37585,0.122
"function",3,10179833,19.23360,165.29460,0.122
"professional",3,10186077,19.23360,165.39598,0.122
"aid",1,3725709,6.41120,60.49604,0.121
"February",2,7011664,12.82240,113.85159,0.120
"open",7,23509718,44.87841,381.73804,0.120
"First",1,3746233,6.41120,60.82930,0.120
"worker",2,7053100,12.82240,114.52441,0.120
"feature",6,20312413,38.46721,329.82193,0.119
"thank",2,7089265,12.82240,115.11164,0.119
"investigation",1,3783850,6.41120,61.44010,0.119
"perfect",2,7149178,12.82240,116.08447,0.118
"stream",1,3821055,6.41120,62.04422,0.118
"State",3,10574573,19.23360,171.70418,0.117
"expression",1,3838779,6.41120,62.33201,0.117
"later",4,14090990,25.64481,228.80185,0.116
"administration",1,3876024,6.41120,62.93677,0.116
"threat",1,3924129,6.41120,63.71788,0.115
"permit",1,3929051,6.41120,63.79780,0.114
"after",18,62699136,115.40163,1018.07452,0.114
"tie",1,3934580,6.41120,63.88758,0.114
"conflict",1,3939322,6.41120,63.96457,0.114
"course",6,21261662,38.46721,345.23532,0.114
"social",4,14363468,25.64481,233.22621,0.114
"force",4,14441643,25.64481,234.49556,0.113
"surround",1,3972789,6.41120,64.50799,0.113
"invite",1,3981462,6.41120,64.64882,0.113
"system",10,35500900,64.11201,576.44434,0.113
"too",8,28901166,51.28961,469.28146,0.111
"stress",1,4119284,6.41120,66.88670,0.109
"cultural",1,4132517,6.41120,67.10157,0.109
"connect",2,7814441,12.82240,126.88665,0.108
"historical",1,4176322,6.41120,67.81285,0.108
"protect",2,7848077,12.82240,127.43282,0.108
"injury",1,4187864,6.41120,68.00026,0.107
"inside",2,7922231,12.82240,128.63689,0.107
"researcher",1,4221333,6.41120,68.54371,0.107
"marketing",1,4224283,6.41120,68.59161,0.106
"great",10,37773783,64.11201,613.35022,0.106
"mode",1,4254830,6.41120,69.08762,0.106
"employee",2,8025756,12.82240,130.31787,0.105
"reach",3,11787360,19.23360,191.39674,0.105
"medium",3,11872350,19.23360,192.77676,0.104
"frame",1,4324060,6.41120,70.21174,0.104
"advice",1,4337971,6.41120,70.43761,0.104
"forward",2,8211873,12.82240,133.33994,0.103
"argue",1,4377857,6.41120,71.08527,0.103
"hour",4,16131569,25.64481,261.93567,0.101
"roll",1,4458185,6.41120,72.38959,0.101
"up",24,94530654,153.86884,1534.93738,0.101
"length",1,4465255,6.41120,72.50439,0.101
"previously",1,4467722,6.41120,72.54444,0.101
"eventually",1,4484431,6.41120,72.81575,0.100
"channel",1,4488724,6.41120,72.88547,0.100
"earth",1,4511194,6.41120,73.25032,0.100
"bottom",1,4529909,6.41120,73.55421,0.099
"environment",2,8522186,12.82240,138.37863,0.099
"moment",2,8640654,12.82240,140.30225,0.098
"panel",1,4656800,6.41120,75.61459,0.097
"quote",1,4726147,6.41120,76.74061,0.095
"program",6,25623091,38.46721,416.05383,0.095
"pass",3,13127393,19.23360,213.15549,0.094
"reading",1,4785403,6.41120,77.70277,0.094
"signal",1,4804388,6.41120,78.01105,0.094
"board",2,9044764,12.82240,146.86397,0.093
"again",5,21739548,32.05601,352.99496,0.093
"team",6,26536978,38.46721,430.89304,0.091
"every",6,26604636,38.46721,431.99164,0.091
"park",1,4987902,6.41120,80.99084,0.090
"serious",1,5014381,6.41120,81.42080,0.090
"page",5,22621868,32.05601,367.32159,0.090
"load",1,5048954,6.41120,81.98218,0.089
"rock",1,5052713,6.41120,82.04321,0.089
"shop",1,5081989,6.41120,82.51858,0.089
"appear",3,14146739,19.23360,229.70708,0.088
"April",2,9646770,12.82240,156.63902,0.088
"leave",6,27759979,38.46721,450.75146,0.087
"hospital",1,5183280,6.41120,84.16328,0.087
"decade",1,5194549,6.41120,84.34627,0.087
"bad",3,14426079,19.23360,234.24284,0.086
"billion",1,5284920,6.41120,85.81366,0.085
"exactly",1,5305648,6.41120,86.15023,0.085
"realize",1,5315652,6.41120,86.31268,0.085
